"","id","19LIB028-19MET452","19LIB028-19MET453","19LIB028-19MET457","19LIB028-19MET458","19LIB028-19MET462","19LIB028-19MET465","19LIB028-19MET466","19LIB028-19MET468","19LIB028-19MET476","19LIB028-19MET479","19LIB028-19MET480","19LIB028-19MET484","19LIB028-19MET485","19LIB028-19MET489","19LIB028-19MET492","19LIB028-19MET493","19LIB028-19MET495","19LIB028-19MET497","19LIB028-19MET506","19LIB028-19MET509","19LIB028-19MET513","19LIB028-19MET514","19LIB028-19MET519","19LIB028-19MET521","19LIB028-19MET522","19LIB028-19MET524","19LIB028-19MET552","19LIB028-19MET555","19LIB028-19MET556","19LIB028-19MET560","19LIB028-19MET562","19LIB028-19MET564","19LIB028-19MET565","19LIB028-19MET567","19LIB028-19MET448","19LIB028-19MET450","19LIB028-19MET451","19LIB028-19MET459","19LIB028-19MET464","19LIB028-19MET467","19LIB028-19MET469","19LIB028-19MET470","19LIB028-19MET471","19LIB028-19MET475","19LIB028-19MET477","19LIB028-19MET478","19LIB028-19MET486","19LIB028-19MET491","19LIB028-19MET494","19LIB028-19MET496","19LIB028-19MET498","19LIB028-19MET499","19LIB028-19MET503","19LIB028-19MET504","19LIB028-19MET505","19LIB028-19MET508","19LIB028-19MET516","19LIB028-19MET523","19LIB028-19MET525","19LIB028-19MET526","19LIB028-19MET527","19LIB028-19MET551","19LIB028-19MET553","19LIB028-19MET554","19LIB028-19MET559","19LIB028-19MET563","19LIB028-19MET566","19LIB028-19MET568","19LIB028-19MET569","19LIB028-19MET447","19LIB028-19MET454","19LIB028-19MET455","19LIB028-19MET456","19LIB028-19MET460","19LIB028-19MET461","19LIB028-19MET463","19LIB028-19MET472","19LIB028-19MET473","19LIB028-19MET474","19LIB028-19MET481","19LIB028-19MET482","19LIB028-19MET483","19LIB028-19MET487","19LIB028-19MET488","19LIB028-19MET490","19LIB028-19MET500","19LIB028-19MET501","19LIB028-19MET502","19LIB028-19MET510","19LIB028-19MET511","19LIB028-19MET512","19LIB028-19MET517","19LIB028-19MET518","19LIB028-19MET520","19LIB028-19MET528","19LIB028-19MET529","19LIB028-19MET550","19LIB028-19MET557","19LIB028-19MET558","19LIB028-19MET561","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"11","dc1974eab6d4a86d10666d202cca197b",0,0,0,0,0,0,0,0,5,204,604,171,39,0,314,460,0,27,69,54,7,67,121,114,35,4,174,85,167,60,60,83,57,130,0,874,0,14,0,566,6,47,6,0,767,394,659,1037,693,394,537,244,0,132,5,0,0,125,206,0,53,136,324,162,55,33,77,132,66,0,0,0,0,0,0,0,0,0,0,6,0,9,11,0,0,0,173,2,0,6,0,0,4,3,19,0,139,156,157,101,"d__Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales_(SR1)","Absconditabacteriales_(SR1)","Absconditabacteriales_(SR1)",NA
"12","e14fc7482f6d8798207d20e55120aea0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,17,0,0,0,0,20,12,12,22,27,6,27,16,56,0,71,0,12,14,8,0,9,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,12,15,6,26,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,35,18,"d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","DEV114",NA
"13","cac8e18c95922a4abe0ac592c12c6cea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,14,"d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","LD1-PB3","LD1-PB3","LD1-PB3",NA
"14","41a8d4d623b3da7b2168f8188cfb7fba",67,92,113,126,0,2228,299,150,414,541,331,123,513,329,365,512,15,808,647,48,132,853,1664,596,808,1467,1095,1281,897,877,1148,1078,929,504,275,1367,172,94,468,134,1144,43,193,0,242,215,73,0,100,82,171,7,10,66,73,0,288,227,192,0,20,794,786,875,1134,1353,769,581,1392,223,204,0,0,9,377,0,90,128,0,386,0,480,200,255,432,450,163,28,125,91,498,254,340,0,1281,348,1966,1130,974,1258,"d__Bacteria","Verrucomicrobiota","Kiritimatiellae","WCHB1-41","WCHB1-41","WCHB1-41",NA
"15","58e867fbf49d156d1fa44d6053da91ea",18,11,43,0,0,0,0,0,873,432,56,61,325,304,186,301,119,420,466,169,14,224,230,322,213,90,0,0,0,0,0,0,0,0,0,34,96,5,0,0,69,0,65,0,82,341,0,85,334,87,182,16,10,264,163,251,477,229,54,0,21,26,27,14,14,19,0,24,0,0,231,0,0,0,213,0,80,0,6,44,0,0,36,13,373,125,71,205,54,85,143,489,179,0,396,352,71,102,120,176,"d__Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales","Gastranaerophilales","Gastranaerophilales",NA
"16","476e85f071180d939f8ba584ab1013ae",16,0,0,0,17,0,17,0,0,29,0,0,37,0,36,74,48,27,16,0,34,33,17,0,138,19,36,39,0,25,0,36,42,33,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,22,30,0,0,0,0,0,0,0,0,0,0,23,0,0,27,54,33,34,27,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,32,26,19,0,0,21,0,29,22,0,20,24,33,38,18,33,"d__Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Flexilinea",NA
"17","7a8c4c9670b9ef62c881f8838c9cc748",16,8,17,12,0,12,31,12,23,20,13,18,17,17,13,23,27,7,10,17,13,31,7,26,26,6,30,15,12,12,11,14,19,22,41,12,11,34,9,17,0,17,15,10,17,10,14,8,12,12,15,5,9,8,21,0,7,20,16,0,13,20,9,20,27,30,28,22,18,70,38,0,12,22,12,19,9,0,24,6,0,28,0,0,22,27,20,0,0,10,10,45,12,10,36,16,20,32,32,35,"d__Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Pyramidobacter",NA
"18","42d92ab37666c2ce2a09fc759cdfe270",61,363,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d__Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Synergistes",NA
"19","efb3378b1f01ad84840c839733ace8b1",327,154,923,192,0,868,263,1002,931,883,393,156,0,1024,760,815,199,2309,410,632,38,1536,1934,2776,2128,1668,1274,1298,1360,1565,1627,1476,1593,1459,438,253,181,191,237,166,86,434,643,11,869,338,448,1642,426,478,439,209,76,1070,750,459,314,1435,2325,0,205,774,1033,780,700,169,582,872,904,141,1094,0,3032,9,117,417,173,164,504,344,0,0,307,624,95,85,118,33,913,2737,841,240,267,0,528,731,1696,1233,1662,1361,"d__Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacter",NA
"20","f491186dc4255ef17b226bb9171d5830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,"d__Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriales_Incertae_Sedis","Phoenicibacter",NA
"21","c975a5b47b77c8757036994c98e0f780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d__Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriales_Incertae_Sedis","uncultured",NA
"22","74e002692054dbd5a572c166f294094c",15,0,0,0,0,28,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,12,9,0,0,0,0,6,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d__Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriales_Incertae_Sedis","Raoultibacter",NA
"23","ff26e8e6489a4597fae3289d7de531a3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,39,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,35,0,"d__Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobium",NA
"24","b92fcb0f3a8f6720622809afe8555608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d__Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","uncultured","uncultured",NA
"25","1990d81f4deca8b0f0c6300ab337bfa5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,6,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d__Bacteria","Spirochaetota","MVP-15","MVP-15","MVP-15","MVP-15",NA
"26","a716a58c9a459bce28a40151fe59fc95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,0,0,0,0,0,0,8,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d__Bacteria","Armatimonadota","uncultured","uncultured","uncultured","uncultured",NA
"27","41b9442621efd40a74d4cc74c94339eb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,19,5,0,5,0,0,0,6,31,"d__Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus",NA
"28","ca3e0de76e3cc9a192c40db0b9a4e7ec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d__Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium",NA
"29","0b2b5b487f1d6b85cf9bc00867f37c74",0,4,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,9,6,3,3,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,34,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d__Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacteriaceae Family",NA
"30","f330e765325ac47997066c79007f76b7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,6,0,0,18,0,14,0,4,0,"d__Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium",NA
"31","a20eb37d50abf4ef13197bd4a0ea8c84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d__Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter",NA
"32","e87ffd365fbaf85e5237c5ca3e89e2ec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d__Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","uncultured",NA
"33","e1a3aa28ab023d18ee7ac04cdcab57d3",0,0,0,0,0,0,0,0,0,0,0,0,441,25,0,64,0,7,103,0,0,141,0,0,43,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,107,0,21,298,0,0,0,0,"d__Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","uncultured",NA
"34","5509728c192071867b52bc7165eda7f3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,29,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,43,0,0,0,0,0,0,0,0,0,0,163,40,84,19,10,107,0,291,130,0,0,0,0,0,0,0,0,0,0,37,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,24,0,0,0,0,0,0,"d__Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"35","b785cdf44434f8a716cf1f8c04338b1f",44,15,14,68,21,29,55,37,18,26,0,7,17,0,8,27,15,6,19,0,0,23,0,8,26,0,27,21,15,18,17,15,0,19,0,21,0,35,23,73,0,0,0,13,23,26,14,0,25,7,23,0,0,0,0,0,0,0,0,0,0,15,9,17,25,18,0,32,21,0,12,0,0,0,0,28,23,0,11,0,0,11,23,15,0,16,12,0,0,0,22,0,0,0,23,12,0,30,0,22,"d__Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Mailhella",NA
"36","74792adac452eb3544cdc17064d6bbee",180,120,115,205,14,110,110,207,29,46,34,0,13,20,41,56,0,25,69,0,50,117,0,0,0,0,0,0,0,0,0,0,0,0,279,256,705,478,806,40,282,236,118,5,65,24,19,10,25,27,50,29,8,16,53,21,38,14,41,393,124,0,0,0,0,0,0,0,0,411,1014,579,1006,380,570,741,667,1692,91,468,627,150,118,201,25,8,131,74,98,0,31,65,64,294,55,10,0,36,29,0,"d__Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",NA
"37","27f098662c8f87b4aaff903d9c0f28d3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,22,0,49,0,14,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,9,0,16,9,25,13,15,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d__Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila",NA
"38","af7967fb5e43014db3897ae899c935f4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,12,12,3,8,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,13,8,9,9,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,15,9,"d__Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadales","Desulfuromonadaceae","Desulfuromonadaceae",NA
"39","fe5a062a9eebbbf880c752e06b57803e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,13,4,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","uncultured",NA
"40","8e5641e67ca7e9ab41d9b74fcf75a874",0,0,0,0,0,0,0,0,181,55,21,0,0,0,0,64,0,0,21,0,16,32,0,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,86,0,96,"d__Bacteria","d__Bacteria Kingdom","d__Bacteria Kingdom","d__Bacteria Kingdom","d__Bacteria Kingdom","d__Bacteria Kingdom",NA
"41","1b67df9e792e74407bda36d89fc22fab",10,28,0,18,0,0,133,182,101,136,132,0,22,10,41,169,0,4,9,33,0,45,91,0,42,17,42,77,48,37,79,85,54,53,13,18,930,64,29,6,6,0,15,0,47,61,14,10,30,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,71,0,23,157,61,568,89,19,0,63,207,0,25,20,15,0,0,0,0,0,0,0,0,0,118,83,37,115,"d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","uncultured","uncultured",NA
